edad,peso,talla,sexo,provincia,dni,fecha_nacimiento,bmi,bmi_agrupado,bmi_agrupado2
49,76.0,1.7,HOMBRE,VALENCIA,38351728D,11/3/1971,26.3,Sobrepeso,Sobrepeso
46,94.2,1.8,HOMBRE,VALENCIA,64506451Y,4/6/1974,29.07,Sobrepeso,Sobrepeso
45,58.9,1.545,MUJER,VALENCIA,82458297X,31/8/1975,24.68,Normal,Normal
39,60.7,1.68,MUJER,VALENCIA,39597191U,2/1/1981,21.51,Normal,Normal
35,58.6,1.62,MUJER,VALENCIA,65193603T,1/1/1985,22.33,Normal,Normal
49,59.6,1.55,MUJER,VALENCIA,64678239J,25/5/1971,24.81,Normal,Normal
43,70.8,1.62,MUJER,VALENCIA,69402409O,14/2/1977,26.98,Sobrepeso,Sobrepeso
47,80.5,1.73,MUJER,VALENCIA,12368793K,1/2/1973,26.9,Sobrepeso,Sobrepeso
48,75.5,1.57,MUJER,VALENCIA,44063679L,27/5/1972,30.63,Obesidad clase 1,Obesidad
60,65.7,1.67,HOMBRE,VALENCIA,37535735R,23/6/1960,23.56,Normal,Normal
61,72.0,1.7,HOMBRE,ALICANTE,19111472O,1/5/1959,24.91,Normal,Normal
53,73.4,1.62,HOMBRE,VALENCIA,42861163Q,11/1/1967,27.97,Sobrepeso,Sobrepeso
53,90.0,1.78,HOMBRE,VALENCIA,77777074Z,10/8/1967,28.41,Sobrepeso,Sobrepeso
55,83.5,1.695,HOMBRE,VALENCIA,47327651A,6/6/1965,29.06,Sobrepeso,Sobrepeso
57,63.4,1.5,MUJER,ALICANTE,15160348V,8/3/1963,28.18,Sobrepeso,Sobrepeso
54,62.8,1.528,MUJER,VALENCIA,43161792M,6/6/1966,26.9,Sobrepeso,Sobrepeso
56,77.7,1.6,MUJER,VALENCIA,20614617K,20/1/1964,30.35,Obesidad clase 1,Obesidad
50,60.5,1.63,MUJER,VALENCIA,41916329M,24/7/1970,22.77,Normal,Normal
64,62.0,1.56,MUJER,VALENCIA,84648594L,17/3/1956,25.48,Sobrepeso,Sobrepeso
53,56.0,1.61,MUJER,VALENCIA,19970412P,17/5/1967,21.6,Normal,Normal
55,62.0,1.5230000000000001,MUJER,VALENCIA,65537179G,5/1/1965,26.73,Sobrepeso,Sobrepeso
58,81.9,1.6,MUJER,VALENCIA,53984436P,10/2/1962,31.99,Obesidad clase 1,Obesidad
62,66.5,1.54,MUJER,VALENCIA,79709689W,1/8/1958,28.04,Sobrepeso,Sobrepeso
56,73.5,1.5859999999999999,MUJER,VALENCIA,62573836L,23/1/1964,29.22,Sobrepeso,Sobrepeso
61,81.1,1.635,MUJER,VALENCIA,70046614B,27/3/1959,30.34,Obesidad clase 1,Obesidad
58,86.9,1.652,MUJER,VALENCIA,42088117F,15/5/1962,31.84,Obesidad clase 1,Obesidad
57,70.3,1.615,MUJER,VALENCIA,81513463O,17/1/1963,26.95,Sobrepeso,Sobrepeso
66,59.2,1.68,HOMBRE,VALENCIA,33455770Q,20/7/1954,20.98,Normal,Normal
69,76.8,1.65,HOMBRE,VALENCIA,25209946O,15/6/1951,28.21,Sobrepeso,Sobrepeso
70,,,MUJER,ALICANTE,12154058F,1/12/1950,,Obesidad clase 3,Obesidad
79,65.0,1.56,MUJER,VALENCIA,72279858N,1/1/1941,26.71,Sobrepeso,Sobrepeso
72,63.9,1.49,MUJER,VALENCIA,32768618I,30/6/1948,28.78,Sobrepeso,Sobrepeso
70,51.0,1.555,MUJER,ALICANTE,84820382I,21/3/1950,21.09,Normal,Normal
71,71.2,1.6219999999999999,MUJER,VALENCIA,35603120O,25/11/1949,27.06,Sobrepeso,Sobrepeso
67,99.6,1.72,MUJER,VALENCIA,28259183H,4/5/1953,33.67,Obesidad clase 1,Obesidad
66,77.1,1.5819999999999999,MUJER,VALENCIA,39683085K,14/11/1954,30.81,Obesidad clase 1,Obesidad
21,83.0,1.79,HOMBRE,ALICANTE,32983353C,12/5/1999,25.9,Sobrepeso,Sobrepeso
21,85.4,1.696,HOMBRE,ALICANTE,44407255E,21/5/1999,29.69,Sobrepeso,Sobrepeso
23,53.5,1.624,MUJER,ALICANTE,46168082S,1/4/1997,20.29,Normal,Normal
17,54.2,1.625,MUJER,ALICANTE,32639777X,7/9/2003,20.53,Normal,Normal
30,60.8,1.6840000000000002,HOMBRE,ALICANTE,25166999B,2/11/1990,21.44,Normal,Normal
26,67.5,1.7009999999999998,HOMBRE,ALICANTE,66696748K,9/5/1994,23.33,Normal,Normal
33,77.5,1.635,HOMBRE,ALICANTE,89716340T,18/12/1987,28.99,Sobrepeso,Sobrepeso
33,52.3,1.63,MUJER,ALICANTE,69917773Q,13/12/1987,19.68,Normal,Normal
29,57.3,1.635,MUJER,ALICANTE,64978868S,31/7/1991,21.43,Normal,Normal
49,65.8,1.595,HOMBRE,ALICANTE,20571670L,3/7/1971,25.86,Sobrepeso,Sobrepeso
35,87.4,1.81,HOMBRE,ALICANTE,79237272T,22/4/1985,26.68,Sobrepeso,Sobrepeso
40,74.1,1.633,HOMBRE,ALICANTE,70819660N,10/5/1980,27.79,Sobrepeso,Sobrepeso
47,57.4,1.52,MUJER,ALICANTE,25252893Q,14/11/1973,24.84,Normal,Normal
48,65.3,1.595,MUJER,ALICANTE,40584972M,13/6/1972,25.67,Sobrepeso,Sobrepeso
42,53.3,1.51,MUJER,ALICANTE,54757482A,13/12/1978,23.38,Normal,Normal
38,53.9,1.5419999999999998,MUJER,ALICANTE,74040685F,12/9/1982,22.67,Normal,Normal
62,,,HOMBRE,ALICANTE,36161431K,22/11/1958,,Obesidad clase 3,Obesidad
61,65.9,1.73,HOMBRE,ALICANTE,60813009G,22/4/1959,22.02,Normal,Normal
62,70.4,1.641,HOMBRE,ALICANTE,73825950T,8/1/1958,26.14,Sobrepeso,Sobrepeso
63,77.4,1.5419999999999998,HOMBRE,ALICANTE,60254698W,11/9/1957,32.55,Obesidad clase 1,Obesidad
64,78.9,1.475,MUJER,ALICANTE,45266195J,2/1/1956,36.27,Obesidad clase 2,Obesidad
63,66.7,1.504,MUJER,ALICANTE,76918134X,23/9/1957,29.49,Sobrepeso,Sobrepeso
52,64.8,1.618,MUJER,ALICANTE,16749387P,19/9/1968,24.75,Normal,Normal
64,97.6,1.51,MUJER,ALICANTE,56904832V,11/9/1956,42.81,Obesidad clase 3,Obesidad
73,52.3,1.545,HOMBRE,ALICANTE,67169165S,7/9/1947,21.91,Normal,Normal
77,76.1,1.6019999999999999,HOMBRE,ALICANTE,12583528I,3/7/1943,29.65,Sobrepeso,Sobrepeso
70,54.9,1.5619999999999998,HOMBRE,ALICANTE,56217680P,27/11/1950,22.5,Normal,Normal
85,51.0,1.483,HOMBRE,ALICANTE,54585694H,20/6/1935,23.19,Normal,Normal
70,88.5,1.5430000000000001,MUJER,ALICANTE,26326568Q,17/2/1950,37.17,Obesidad clase 2,Obesidad
66,57.7,1.53,MUJER,ALICANTE,47241757Q,19/3/1954,24.65,Normal,Normal
18,81.3,1.72,HOMBRE,CASTELLÓN,25553522M,10/5/2002,27.48,Sobrepeso,Sobrepeso
17,68.9,1.8,HOMBRE,CASTELLÓN,47628280W,6/11/2003,21.27,Normal,Normal
22,48.9,1.5959999999999999,MUJER,ALICANTE,65236550L,21/7/1998,19.2,Normal,Normal
21,45.4,1.53,MUJER,ALICANTE,69660091F,28/5/1999,19.39,Normal,Normal
27,67.7,1.65,HOMBRE,CASTELLÓN,37879311T,1/7/1993,24.87,Normal,Normal
31,77.1,1.755,HOMBRE,CASTELLÓN,59481652A,8/3/1989,25.03,Sobrepeso,Sobrepeso
27,50.9,1.58,MUJER,CASTELLÓN,33198088O,26/3/1993,20.39,Normal,Normal
28,56.2,1.63,MUJER,CASTELLÓN,58150295Z,7/10/1992,21.15,Normal,Normal
31,51.1,1.5,MUJER,CASTELLÓN,61156585K,20/10/1989,22.71,Normal,Normal
25,61.5,1.68,MUJER,CASTELLÓN,68285787R,2/3/1995,21.79,Normal,Normal
34,52.2,1.59,MUJER,CASTELLÓN,85206905D,17/11/1986,20.65,Normal,Normal
25,62.0,1.62,MUJER,VALENCIA,83660813I,24/10/1995,23.62,Normal,Normal
37,114.5,1.77,HOMBRE,CASTELLÓN,57506090J,25/6/1983,36.55,Obesidad clase 2,Obesidad
39,74.3,1.69,HOMBRE,CASTELLÓN,86924785I,25/6/1981,26.01,Sobrepeso,Sobrepeso
38,84.7,1.72,HOMBRE,CASTELLÓN,26884879V,24/3/1982,28.63,Sobrepeso,Sobrepeso
47,49.9,1.52,MUJER,VALENCIA,29676434D,27/1/1973,21.6,Normal,Normal
36,63.0,1.62,MUJER,CASTELLÓN,72580487S,23/9/1984,24.01,Normal,Normal
39,54.1,1.54,MUJER,CASTELLÓN,44922619J,4/12/1981,22.81,Normal,Normal
46,59.3,1.5,MUJER,CASTELLÓN,17221804T,21/6/1974,26.36,Sobrepeso,Sobrepeso
49,63.0,1.56,MUJER,CASTELLÓN,63046253P,13/5/1971,25.89,Sobrepeso,Sobrepeso
62,69.7,1.64,HOMBRE,CASTELLÓN,89587499O,11/3/1958,25.91,Sobrepeso,Sobrepeso
61,65.0,1.68,HOMBRE,VALENCIA,34443551F,16/3/1959,23.03,Normal,Normal
63,77.6,1.575,MUJER,CASTELLÓN,16534652V,6/2/1957,31.28,Obesidad clase 1,Obesidad
63,78.3,1.545,MUJER,CASTELLÓN,65021815J,8/9/1957,32.8,Obesidad clase 1,Obesidad
57,57.2,1.465,MUJER,CASTELLÓN,84305018M,5/9/1963,26.65,Sobrepeso,Sobrepeso
57,75.3,1.58,MUJER,CASTELLÓN,13957832I,4/8/1963,30.16,Obesidad clase 1,Obesidad
60,101.0,1.62,MUJER,CASTELLÓN,41358018Q,24/2/1960,38.48,Obesidad clase 2,Obesidad
76,69.3,1.61,HOMBRE,CASTELLÓN,74641943P,7/8/1944,26.74,Sobrepeso,Sobrepeso
73,82.6,1.62,HOMBRE,VALENCIA,84090283E,9/4/1947,31.47,Obesidad clase 1,Obesidad
72,82.7,1.65,HOMBRE,CASTELLÓN,20485776Q,15/8/1948,30.38,Obesidad clase 1,Obesidad
67,63.3,1.45,MUJER,CASTELLÓN,32596830Z,21/4/1953,30.11,Obesidad clase 1,Obesidad
86,56.0,1.45,MUJER,VALENCIA,32940406S,2/1/1934,26.63,Sobrepeso,Sobrepeso
22,67.9,1.72,HOMBRE,ALICANTE,73138798Q,12/10/1998,22.95,Normal,Normal
21,74.8,1.785,HOMBRE,ALICANTE,79752636H,29/3/1999,23.48,Normal,Normal
16,76.5,1.715,HOMBRE,ALICANTE,72365752N,25/9/2004,26.01,Sobrepeso,Sobrepeso
20,62.0,1.665,MUJER,VALENCIA,41143283Q,15/12/2000,22.36,Normal,Normal
15,53.5,1.685,MUJER,ALICANTE,19798624E,28/8/2005,18.84,Normal,Normal
29,83.9,1.855,HOMBRE,ALICANTE,27357296H,24/11/1991,24.38,Normal,Normal
31,84.2,1.735,HOMBRE,ALICANTE,47370598B,20/10/1989,27.97,Sobrepeso,Sobrepeso
29,63.1,1.675,MUJER,ALICANTE,65966649F,8/3/1991,22.49,Normal,Normal
34,53.5,1.565,MUJER,ALICANTE,20700511Y,26/12/1986,21.84,Normal,Normal
25,54.9,1.65,MUJER,ALICANTE,44707884U,18/5/1995,20.17,Normal,Normal
46,75.0,1.7,HOMBRE,ALICANTE,24780476Z,17/12/1974,25.95,Sobrepeso,Sobrepeso
40,80.4,1.73,HOMBRE,ALICANTE,68929992M,11/12/1980,26.86,Sobrepeso,Sobrepeso
43,89.3,1.715,HOMBRE,ALICANTE,73911844P,11/11/1977,30.36,Obesidad clase 1,Obesidad
43,82.5,1.665,HOMBRE,ALICANTE,31523155P,11/2/1977,29.76,Sobrepeso,Sobrepeso
42,,,MUJER,ALICANTE,36633848R,9/5/1978,,Obesidad clase 3,Obesidad
39,74.9,1.61,MUJER,ALICANTE,52953708I,9/12/1981,28.9,Sobrepeso,Sobrepeso
39,67.5,1.62,MUJER,ALICANTE,49861524W,10/8/1981,25.72,Sobrepeso,Sobrepeso
50,,,HOMBRE,ALICANTE,75028466W,6/2/1970,,Obesidad clase 3,Obesidad
51,68.6,1.595,HOMBRE,ALICANTE,84004389E,25/3/1969,26.97,Sobrepeso,Sobrepeso
60,103.3,1.74,HOMBRE,ALICANTE,24952264V,26/2/1960,34.12,Obesidad clase 1,Obesidad
56,65.8,1.58,MUJER,ALICANTE,78378332A,25/9/1964,26.36,Sobrepeso,Sobrepeso
54,72.5,1.555,MUJER,ALICANTE,42775269G,22/6/1966,29.98,Sobrepeso,Sobrepeso
58,83.6,1.545,MUJER,ALICANTE,17050016J,17/3/1962,35.02,Obesidad clase 2,Obesidad
64,90.8,1.55,MUJER,ALICANTE,52524238N,14/9/1956,37.79,Obesidad clase 2,Obesidad
74,59.7,1.56,HOMBRE,ALICANTE,53640860K,15/1/1946,24.53,Normal,Normal
68,70.7,1.65,HOMBRE,ALICANTE,66782642B,25/8/1952,25.97,Sobrepeso,Sobrepeso
65,89.5,1.725,HOMBRE,ALICANTE,79537901C,10/12/1955,30.08,Obesidad clase 1,Obesidad
75,91.6,1.65,HOMBRE,ALICANTE,12841210G,7/3/1945,33.65,Obesidad clase 1,Obesidad
69,,,MUJER,ALICANTE,18596108C,1/1/1951,,Obesidad clase 3,Obesidad
65,62.5,1.48,MUJER,ALICANTE,36934477A,15/11/1955,28.53,Sobrepeso,Sobrepeso
16,71.4,1.71,HOMBRE,VALENCIA,67212112B,9/12/2004,24.42,Normal,Normal
23,73.7,1.78,HOMBRE,VALENCIA,45824506G,29/5/1997,23.26,Normal,Normal
23,62.3,1.65,MUJER,VALENCIA,44020732I,13/11/1997,22.88,Normal,Normal
22,62.2,1.55,MUJER,VALENCIA,39253615N,15/3/1998,25.89,Sobrepeso,Sobrepeso
32,73.1,1.66,HOMBRE,VALENCIA,88599718J,21/10/1988,26.53,Sobrepeso,Sobrepeso
32,60.0,1.83,HOMBRE,VALENCIA,74427208S,14/2/1988,17.92,Infrapeso,Infrapeso
25,75.7,1.74,HOMBRE,VALENCIA,61543108D,7/1/1995,25.0,Sobrepeso,Sobrepeso
32,78.4,1.745,HOMBRE,VALENCIA,56647150O,11/11/1988,25.75,Sobrepeso,Sobrepeso
25,75.3,1.64,HOMBRE,VALENCIA,51579404D,28/7/1995,28.0,Sobrepeso,Sobrepeso
25,83.0,1.72,HOMBRE,VALENCIA,37363947T,4/6/1995,28.06,Sobrepeso,Sobrepeso
31,89.2,1.715,HOMBRE,VALENCIA,34830074H,20/3/1989,30.33,Obesidad clase 1,Obesidad
32,114.2,1.78,HOMBRE,VALENCIA,41272124L,19/12/1988,36.04,Obesidad clase 2,Obesidad
25,52.8,1.605,MUJER,VALENCIA,56775991L,24/8/1995,20.5,Normal,Normal
32,51.3,1.57,MUJER,VALENCIA,72666381M,22/8/1988,20.81,Normal,Normal
26,51.2,1.5,MUJER,VALENCIA,42388746P,3/12/1994,22.76,Normal,Normal
31,61.2,1.61,MUJER,VALENCIA,80439788P,10/6/1989,23.61,Normal,Normal
25,62.1,1.57,MUJER,VALENCIA,78464226M,25/11/1995,25.19,Sobrepeso,Sobrepeso
28,73.2,1.65,MUJER,VALENCIA,50548676W,25/2/1992,26.89,Sobrepeso,Sobrepeso
32,73.2,1.58,MUJER,VALENCIA,79838530J,4/8/1988,29.32,Sobrepeso,Sobrepeso
45,102.0,1.665,HOMBRE,VALENCIA,41057389T,18/8/1975,36.79,Obesidad clase 2,Obesidad
39,69.8,1.685,HOMBRE,VALENCIA,89458658A,15/4/1981,24.58,Normal,Normal
37,64.5,1.625,HOMBRE,VALENCIA,24995211R,14/4/1983,24.43,Normal,Normal
42,74.7,1.715,HOMBRE,VALENCIA,43204739I,24/10/1978,25.4,Sobrepeso,Sobrepeso
42,87.9,1.8,HOMBRE,VALENCIA,57935560P,26/11/1978,27.13,Sobrepeso,Sobrepeso
41,92.0,1.695,HOMBRE,VALENCIA,59997016D,5/11/1979,32.02,Obesidad clase 1,Obesidad
36,112.5,1.65,HOMBRE,VALENCIA,22719020E,23/11/1984,41.32,Obesidad clase 3,Obesidad
41,69.9,1.485,MUJER,VALENCIA,23964483P,11/2/1979,31.7,Obesidad clase 1,Obesidad
39,45.6,1.465,MUJER,VALENCIA,88685612O,1/9/1981,21.25,Normal,Normal
35,52.0,1.53,MUJER,VALENCIA,61328373E,6/1/1985,22.21,Normal,Normal
45,71.7,1.56,MUJER,VALENCIA,74770784J,29/3/1975,29.46,Sobrepeso,Sobrepeso
62,62.4,1.575,HOMBRE,VALENCIA,81985880K,17/3/1958,25.15,Sobrepeso,Sobrepeso
51,78.0,1.7,HOMBRE,VALENCIA,66567907Q,25/9/1969,26.99,Sobrepeso,Sobrepeso
53,74.9,1.55,HOMBRE,VALENCIA,66739695Q,23/5/1967,31.18,Obesidad clase 1,Obesidad
57,68.9,1.57,HOMBRE,VALENCIA,13871938X,20/8/1963,27.95,Sobrepeso,Sobrepeso
54,93.7,1.66,HOMBRE,VALENCIA,27228455J,10/2/1966,34.0,Obesidad clase 1,Obesidad
52,61.6,1.6,MUJER,VALENCIA,40413184E,22/4/1968,24.06,Normal,Normal
59,62.7,1.555,MUJER,VALENCIA,63389829Y,7/4/1961,25.93,Sobrepeso,Sobrepeso
50,69.9,1.515,MUJER,VALENCIA,61886684N,18/5/1970,30.45,Obesidad clase 1,Obesidad
72,66.3,1.69,HOMBRE,ALICANTE,60125857I,10/1/1948,23.21,Normal,Normal
68,77.7,1.66,HOMBRE,VALENCIA,76961081U,26/11/1952,28.2,Sobrepeso,Sobrepeso
70,82.8,1.6,MUJER,VALENCIA,72108070K,16/3/1950,32.34,Obesidad clase 1,Obesidad
68,105.2,1.53,MUJER,VALENCIA,53168443G,15/2/1952,44.94,Obesidad clase 3,Obesidad
16,52.2,1.665,HOMBRE,VALENCIA,63819299N,13/11/2004,18.83,Normal,Normal
21,62.3,1.75,HOMBRE,VALENCIA,12712369Q,11/3/1999,20.34,Normal,Normal
19,70.0,1.8,HOMBRE,VALENCIA,81942933I,21/7/2001,21.6,Normal,Normal
17,59.0,1.72,MUJER,VALENCIA,63647511B,21/4/2003,19.94,Normal,Normal
17,66.4,1.64,MUJER,VALENCIA,83789654O,20/9/2003,24.69,Normal,Normal
28,68.9,1.78,HOMBRE,VALENCIA,86452368L,3/2/1992,21.75,Normal,Normal
27,78.0,1.7,HOMBRE,VALENCIA,21215875F,2/7/1993,26.99,Sobrepeso,Sobrepeso
31,89.0,1.68,HOMBRE,VALENCIA,44965566T,5/5/1989,31.53,Obesidad clase 1,Obesidad
26,90.9,1.62,HOMBRE,VALENCIA,16878228Z,26/12/1994,34.64,Obesidad clase 1,Obesidad
26,52.2,1.655,MUJER,VALENCIA,45137354Q,25/11/1994,19.06,Normal,Normal
25,85.0,1.62,MUJER,VALENCIA,89802234L,28/1/1995,32.39,Obesidad clase 1,Obesidad
31,54.0,1.655,MUJER,VALENCIA,43290633B,14/5/1989,19.72,Normal,Normal
30,51.3,1.47,MUJER,VALENCIA,80912205M,4/11/1990,23.74,Normal,Normal
26,92.9,1.74,MUJER,VALENCIA,29204017E,18/2/1994,30.68,Obesidad clase 1,Obesidad
39,97.0,1.685,HOMBRE,VALENCIA,75543830W,23/8/1981,34.16,Obesidad clase 1,Obesidad
49,107.0,1.76,HOMBRE,VALENCIA,48530167A,26/11/1971,34.54,Obesidad clase 1,Obesidad
38,65.8,1.61,MUJER,VALENCIA,52738973Y,17/9/1982,25.38,Sobrepeso,Sobrepeso
43,94.0,1.66,MUJER,VALENCIA,25424681K,5/8/1977,34.11,Obesidad clase 1,Obesidad
57,85.9,1.81,HOMBRE,VALENCIA,88513824J,24/10/1963,26.22,Sobrepeso,Sobrepeso
52,89.7,1.615,HOMBRE,VALENCIA,65451285W,5/12/1968,34.39,Obesidad clase 1,Obesidad
62,83.5,1.53,MUJER,VALENCIA,49002584A,2/7/1958,35.67,Obesidad clase 2,Obesidad
61,53.7,1.575,MUJER,VALENCIA,23620907P,15/7/1959,21.65,Normal,Normal
64,93.8,1.62,MUJER,VALENCIA,82801873M,17/5/1956,35.74,Obesidad clase 2,Obesidad
66,96.9,1.69,HOMBRE,VALENCIA,43763050R,9/11/1954,33.93,Obesidad clase 1,Obesidad
68,96.8,1.7,HOMBRE,VALENCIA,23749748I,31/8/1952,33.49,Obesidad clase 1,Obesidad
80,43.8,1.49,MUJER,VALENCIA,71678600F,2/4/1940,19.73,Normal,Normal
74,43.5,1.42,MUJER,VALENCIA,21344716T,14/8/1946,21.57,Normal,Normal
20,72.8,1.81,HOMBRE,VALENCIA,55315793T,16/1/2000,22.22,Normal,Normal
23,86.4,1.79,HOMBRE,VALENCIA,52824867R,25/4/1997,26.97,Sobrepeso,Sobrepeso
17,46.0,1.6,MUJER,VALENCIA,69531250W,11/11/2003,17.97,Infrapeso,Infrapeso
16,47.5,1.66,MUJER,VALENCIA,77905915N,5/11/2004,17.24,Infrapeso,Infrapeso
15,55.7,1.56,MUJER,VALENCIA,84390912W,2/9/2005,22.89,Normal,Normal
25,68.2,1.66,HOMBRE,VALENCIA,46082188E,18/8/1995,24.75,Normal,Normal
27,82.8,1.74,HOMBRE,VALENCIA,49732683W,25/1/1993,27.35,Sobrepeso,Sobrepeso
30,85.4,1.7,HOMBRE,VALENCIA,83317237G,4/7/1990,29.55,Sobrepeso,Sobrepeso
26,54.5,1.58,MUJER,VALENCIA,45223248N,16/1/1994,21.83,Normal,Normal
32,74.5,1.65,MUJER,VALENCIA,35860802I,17/11/1988,27.36,Sobrepeso,Sobrepeso
27,80.8,1.61,MUJER,VALENCIA,20915246R,20/4/1993,31.17,Obesidad clase 1,Obesidad
41,69.9,1.64,HOMBRE,VALENCIA,23234384W,3/10/1979,25.99,Sobrepeso,Sobrepeso
37,93.0,1.77,HOMBRE,VALENCIA,32339148C,25/10/1983,29.68,Sobrepeso,Sobrepeso
40,89.8,1.605,MUJER,VALENCIA,55186952U,19/9/1980,34.86,Obesidad clase 1,Obesidad
49,88.5,1.5419999999999998,MUJER,VALENCIA,88041407F,5/6/1971,37.22,Obesidad clase 2,Obesidad
52,63.2,1.64,HOMBRE,VALENCIA,14258461Z,1/7/1968,23.5,Normal,Normal
53,66.8,1.7,HOMBRE,VALENCIA,34357657P,17/6/1967,23.11,Normal,Normal
58,76.4,1.7,HOMBRE,VALENCIA,77004028W,1/10/1962,26.44,Sobrepeso,Sobrepeso
63,87.7,1.57,MUJER,VALENCIA,13828991T,29/7/1957,35.58,Obesidad clase 2,Obesidad
54,83.4,1.52,MUJER,VALENCIA,78678961Y,2/1/1966,36.1,Obesidad clase 2,Obesidad
67,72.1,1.61,HOMBRE,VALENCIA,47971856W,5/9/1953,27.82,Sobrepeso,Sobrepeso
70,78.0,1.7,HOMBRE,VALENCIA,64291716A,5/3/1950,26.99,Sobrepeso,Sobrepeso
67,77.6,1.5,MUJER,VALENCIA,40542025D,28/11/1953,34.49,Obesidad clase 1,Obesidad
76,85.5,1.6,MUJER,VALENCIA,71034395Q,3/4/1944,33.4,Obesidad clase 1,Obesidad
18,65.3,1.87,HOMBRE,VALENCIA,22676073Z,17/3/2002,18.67,Normal,Normal
23,86.8,1.865,HOMBRE,VALENCIA,57978507Y,27/9/1997,24.96,Normal,Normal
15,46.1,1.58,MUJER,VALENCIA,40670866E,21/7/2005,18.47,Infrapeso,Infrapeso
18,58.2,1.7,MUJER,VALENCIA,69874826N,8/1/2002,20.14,Normal,Normal
22,51.3,1.565,MUJER,VALENCIA,17264751B,21/12/1998,20.95,Normal,Normal
19,98.4,1.69,MUJER,VALENCIA,37664576I,21/8/2001,34.45,Obesidad clase 1,Obesidad
33,66.3,1.685,HOMBRE,VALENCIA,26927826Q,27/4/1987,23.35,Normal,Normal
30,78.3,1.725,HOMBRE,VALENCIA,68414628J,18/9/1990,26.31,Sobrepeso,Sobrepeso
34,86.4,1.78,HOMBRE,VALENCIA,44579043N,20/11/1986,27.27,Sobrepeso,Sobrepeso
27,48.2,1.62,MUJER,VALENCIA,22590179O,1/10/1993,18.37,Infrapeso,Infrapeso
27,49.5,1.59,MUJER,VALENCIA,20099253Q,22/10/1993,19.58,Normal,Normal
48,72.4,1.685,HOMBRE,VALENCIA,82715979Q,2/6/1972,25.5,Sobrepeso,Sobrepeso
44,91.2,1.673,HOMBRE,VALENCIA,57892613L,27/4/1976,32.58,Obesidad clase 1,Obesidad
35,56.7,1.66,MUJER,VALENCIA,35173650E,10/7/1985,20.58,Normal,Normal
42,77.6,1.515,MUJER,VALENCIA,82587138M,31/8/1978,33.81,Obesidad clase 1,Obesidad
50,57.8,1.565,HOMBRE,VALENCIA,75801512U,13/2/1970,23.6,Normal,Normal
54,74.3,1.695,HOMBRE,VALENCIA,86967732B,15/7/1966,25.86,Sobrepeso,Sobrepeso
52,92.0,1.76,HOMBRE,VALENCIA,41315071I,29/6/1968,29.7,Sobrepeso,Sobrepeso
50,59.8,1.52,MUJER,VALENCIA,12798263L,6/6/1970,25.88,Sobrepeso,Sobrepeso
56,71.5,1.645,MUJER,VALENCIA,39382456Q,9/6/1964,26.42,Sobrepeso,Sobrepeso
53,76.0,1.62,MUJER,VALENCIA,47499439Q,10/7/1967,28.96,Sobrepeso,Sobrepeso
53,75.5,1.51,MUJER,VALENCIA,31222526T,28/10/1967,33.11,Obesidad clase 1,Obesidad
68,90.3,1.66,HOMBRE,VALENCIA,80697470M,21/12/1952,32.77,Obesidad clase 1,Obesidad
72,94.8,1.7,HOMBRE,VALENCIA,86538262J,16/12/1948,32.8,Obesidad clase 1,Obesidad
67,65.7,1.56,MUJER,VALENCIA,87697831C,1/2/1953,27.0,Sobrepeso,Sobrepeso
72,79.0,1.64,MUJER,VALENCIA,70948501U,5/9/1948,29.37,Sobrepeso,Sobrepeso
82,60.8,1.46,MUJER,VALENCIA,40885601V,14/10/1938,28.52,Sobrepeso,Sobrepeso
23,60.5,1.74,HOMBRE,VALENCIA,80225053G,4/8/1997,19.98,Normal,Normal
15,62.0,1.8,HOMBRE,VALENCIA,70261349E,28/9/2005,19.14,Normal,Normal
19,66.3,1.7,HOMBRE,VALENCIA,79022537D,29/8/2001,22.94,Normal,Normal
19,69.0,1.79,HOMBRE,VALENCIA,27271402J,6/2/2001,21.53,Normal,Normal
18,61.2,1.7,HOMBRE,VALENCIA,17092963M,1/10/2002,21.18,Normal,Normal
23,80.0,1.78,HOMBRE,VALENCIA,57162514Y,21/4/1997,25.25,Sobrepeso,Sobrepeso
17,90.0,1.84,HOMBRE,VALENCIA,27572031H,13/9/2003,26.58,Sobrepeso,Sobrepeso
24,72.0,1.67,HOMBRE,VALENCIA,26025939L,5/9/1996,25.82,Sobrepeso,Sobrepeso
19,54.8,1.72,MUJER,VALENCIA,86624156Q,12/8/2001,18.52,Normal,Normal
22,57.0,1.68,MUJER,VALENCIA,69058833Z,20/3/1998,20.2,Normal,Normal
15,50.8,1.58,MUJER,VALENCIA,29075176Q,28/2/2005,20.35,Normal,Normal
24,51.8,1.58,MUJER,VALENCIA,36848583M,4/8/1996,20.75,Normal,Normal
23,64.6,1.63,MUJER,VALENCIA,28345077N,19/1/1997,24.31,Normal,Normal
15,73.5,1.73,MUJER,VALENCIA,73095851T,27/7/2005,24.56,Normal,Normal
17,84.0,1.67,MUJER,VALENCIA,87654884J,13/9/2003,30.12,Obesidad clase 1,Obesidad
26,72.2,1.78,HOMBRE,VALENCIA,85722269T,22/1/1994,22.79,Normal,Normal
33,61.0,1.68,HOMBRE,VALENCIA,16620546S,10/3/1987,21.61,Normal,Normal
28,73.1,1.73,HOMBRE,VALENCIA,67340953P,2/5/1992,24.42,Normal,Normal
