edad;peso;talla;sexo;provincia;dni;fecha_nacimiento
15;76.0;168.0;HOMBRE;VALENCIA;23921536G;5/9/2005
23;98.8;192.0;HOMBRE;VALENCIA;24393953L;14/12/1997
20;77.3;175.0;HOMBRE;VALENCIA;41787488G;27/6/2000
20;79.9;177.0;HOMBRE;VALENCIA;64635292G;29/9/2000
22;79.2;181.5;HOMBRE;VALENCIA;54199171O;23/6/1998
23;79.8;179.5;HOMBRE;VALENCIA;20657564N;11/11/1997
20;82.3;178.0;HOMBRE;VALENCIA;17651274W;27/3/2000
24;88.6;185.4;HOMBRE;VALENCIA;68500522Y;21/1/1996
21;75.0;172.0;HOMBRE;VALENCIA;63733405W;12/1/1999
20;89.5;181.0;HOMBRE;VALENCIA;40627919Q;6/11/2000
23;90.6;183.2;HOMBRE;VALENCIA;38652357L;28/8/1997
19;80.2;171.0;HOMBRE;VALENCIA;81857039I;7/5/2001
19;91.7;188.0;HOMBRE;ALICANTE;24308059J;27/8/2001
19;72.8;170.0;HOMBRE;VALENCIA;46296923A;16/10/2001
21;87.1;177.0;HOMBRE;VALENCIA;22160709A;21/11/1999
17;80.1;172.5;HOMBRE;VALENCIA;13914885C;16/2/2003
24;81.7;167.0;HOMBRE;VALENCIA;22890808V;23/1/1996
23;62.5;160.5;HOMBRE;VALENCIA;77691180Z;11/11/1997
18;84.0;167.0;HOMBRE;VALENCIA;42474640Q;11/6/2002
19;98.5;191.0;HOMBRE;VALENCIA;58579765Y;23/12/2001
17;80.6;170.0;HOMBRE;VALENCIA;89415711L;23/10/2003
21;77.6;166.0;HOMBRE;VALENCIA;22074815M;5/9/1999
19;104.2;176.0;HOMBRE;VALENCIA;32510936I;28/9/2001
24;83.3;168.0;HOMBRE;ALICANTE;78249491O;8/11/1996
24;89.3;168.0;HOMBRE;VALENCIA;66954430I;5/3/1996
17;129.8;201.0;HOMBRE;VALENCIA;17393592A;14/11/2003
19;102.1;167.5;HOMBRE;VALENCIA;40499078V;14/7/2001
20;70.1;171.0;HOMBRE;VALENCIA;23492066C;15/6/2000
21;51.6;161.0;MUJER;VALENCIA;17350645V;29/3/1999
15;57.0;167.5;MUJER;VALENCIA;13485415H;13/2/2005
23;54.8;165.0;MUJER;VALENCIA;54671588J;30/6/1997
14;;;MUJER;VALENCIA;79108431Y;26/12/2006
19;48.6;160.0;MUJER;VALENCIA;37149212O;15/6/2001
19;64.5;155.0;MUJER;VALENCIA;47671227W;10/8/2001
18;36.2;154.0;MUJER;VALENCIA;42259905X;3/2/2002
15;47.6;158.0;MUJER;VALENCIA;87268361L;8/8/2005
16;46.1;156.5;MUJER;VALENCIA;16663493N;29/7/2004
22;58.2;176.5;MUJER;VALENCIA;35130703O;5/7/1998
15;50.2;165.0;MUJER;VALENCIA;75114360J;14/7/2005
15;42.7;152.6;MUJER;VALENCIA;24093324B;30/9/2005
16;53.6;166.0;MUJER;VALENCIA;42517587C;20/6/2004
15;46.4;158.5;MUJER;VALENCIA;76230982U;20/1/2005
18;43.1;162.0;MUJER;VALENCIA;19540942I;6/8/2002
17;46.8;158.0;MUJER;VALENCIA;80053265Y;2/12/2003
15;51.9;167.0;MUJER;VALENCIA;26068886P;3/5/2005
15;45.5;155.5;MUJER;VALENCIA;41400965R;2/1/2005
17;51.5;162.0;MUJER;VALENCIA;18381373B;6/2/2003
14;48.0;158.5;MUJER;VALENCIA;64549398X;6/9/2006
23;56.8;167.0;MUJER;VALENCIA;48315432Q;5/4/1997
21;64.4;170.1;MUJER;VALENCIA;80482735Y;7/9/1999
18;57.9;166.0;MUJER;VALENCIA;57205461K;15/2/2002
21;54.0;165.0;MUJER;VALENCIA;52137715X;24/4/1999
14;53.7;165.0;MUJER;VALENCIA;74470155E;7/2/2006
17;58.3;165.0;MUJER;VALENCIA;63561617F;24/8/2003
21;52.7;163.0;MUJER;VALENCIA;21645345C;12/7/1999
17;52.0;169.0;MUJER;VALENCIA;30277692X;10/10/2003
20;59.4;168.5;MUJER;VALENCIA;48229538L;2/7/2000
23;57.0;170.0;MUJER;VALENCIA;31952625W;24/11/1997
22;50.9;162.3;MUJER;VALENCIA;29504646W;1/1/1998
23;55.5;165.5;MUJER;VALENCIA;82415350G;3/4/1997
20;56.8;156.5;MUJER;VALENCIA;29032229Q;15/9/2000
20;51.2;160.5;MUJER;VALENCIA;80783364S;27/8/2000
20;51.0;159.0;MUJER;VALENCIA;76316876S;14/10/2000
18;51.5;160.6;MUJER;VALENCIA;49303213Z;12/9/2002
18;49.0;164.0;MUJER;VALENCIA;87440149K;16/7/2002
16;48.4;156.5;MUJER;VALENCIA;79280219R;15/12/2004
23;58.3;164.0;MUJER;VALENCIA;86280580L;3/1/1997
16;63.9;178.0;MUJER;VALENCIA;35989643U;22/12/2004
22;49.6;157.0;MUJER;VALENCIA;24479847G;16/11/1998
17;50.0;158.0;MUJER;VALENCIA;79580848Z;23/5/2003
19;56.6;158.5;MUJER;VALENCIA;62058472W;2/2/2001
20;51.0;157.5;MUJER;VALENCIA;59610493E;29/9/2000
22;63.1;170.5;MUJER;VALENCIA;55831157J;21/5/1998
15;62.7;172.0;MUJER;VALENCIA;12669422K;15/12/2005
21;60.0;171.0;MUJER;VALENCIA;29719381X;17/5/1999
24;55.8;165.5;MUJER;VALENCIA;26970773Z;25/7/1996
17;50.8;156.0;MUJER;VALENCIA;54370959S;16/5/2003
16;61.3;168.3;MUJER;VALENCIA;23835642O;6/2/2004
18;57.7;152.0;MUJER;VALENCIA;62788571Y;27/11/2002
22;56.5;165.0;MUJER;VALENCIA;76488664P;3/7/1998
24;57.7;165.0;MUJER;VALENCIA;60469433B;3/1/1996
22;51.4;156.5;MUJER;VALENCIA;54113277X;21/8/1998
17;49.1;154.5;MUJER;VALENCIA;15976341O;22/8/2003
22;53.7;150.0;MUJER;VALENCIA;12970051E;25/12/1998
21;58.0;163.5;MUJER;VALENCIA;60770062D;18/4/1999
24;51.6;152.0;MUJER;VALENCIA;12540581X;24/8/1996
19;60.2;160.0;MUJER;VALENCIA;13700150Q;1/3/2001
16;50.4;152.0;MUJER;VALENCIA;46382817J;10/4/2004
23;54.5;160.6;MUJER;VALENCIA;57549037U;10/7/1997
24;57.6;164.5;MUJER;VALENCIA;76574558W;31/8/1996
19;51.1;159.0;MUJER;VALENCIA;19197366G;22/4/2001
23;61.3;169.5;MUJER;VALENCIA;77605286W;5/2/1997
19;56.6;163.0;MUJER;VALENCIA;89673393U;24/8/2001
23;53.6;159.9;MUJER;VALENCIA;22461338U;30/6/1997
20;49.2;155.5;MUJER;ALICANTE;61929631W;15/10/2000
19;56.5;161.5;MUJER;VALENCIA;28903388P;4/5/2001
18;59.5;163.0;MUJER;VALENCIA;85163958U;23/1/2002
17;59.0;162.7;MUJER;VALENCIA;44664937H;13/8/2003
18;48.5;154.0;MUJER;VALENCIA;62402048Q;14/3/2002
18;59.0;159.0;MUJER;VALENCIA;67770423O;26/10/2002
21;57.1;161.0;MUJER;VALENCIA;16362864I;21/1/1999
18;55.7;156.0;MUJER;VALENCIA;65322444U;5/12/2002
19;53.0;150.0;MUJER;VALENCIA;85550481A;7/12/2001
22;60.8;167.0;MUJER;VALENCIA;85292799B;17/1/1998
19;58.0;165.0;MUJER;VALENCIA;89329817T;28/7/2001
23;56.8;160.0;MUJER;VALENCIA;50162153R;9/12/1997
18;56.3;158.5;MUJER;VALENCIA;80869258L;24/4/2002
24;55.3;148.0;MUJER;VALENCIA;25725310K;27/11/1996
16;50.2;160.0;MUJER;VALENCIA;28989282G;13/7/2004
21;53.9;164.0;MUJER;VALENCIA;57591984B;13/8/1999
15;46.6;152.0;MUJER;VALENCIA;30664215L;24/5/2005
19;55.3;157.0;MUJER;VALENCIA;23663854T;22/1/2001
22;57.4;158.0;MUJER;VALENCIA;48873743J;11/11/1998
21;63.9;169.0;MUJER;VALENCIA;36333219T;19/10/1999
17;52.8;152.0;MUJER;VALENCIA;28173289A;19/8/2003
18;61.5;160.5;MUJER;VALENCIA;73783003L;5/9/2002
23;52.6;152.5;MUJER;VALENCIA;82200615S;26/5/1997
16;63.8;160.5;MUJER;VALENCIA;15675712T;20/7/2004
21;72.1;170.0;MUJER;VALENCIA;36032590P;25/2/1999
17;65.0;167.0;MUJER;VALENCIA;80654523X;4/4/2003
15;63.6;177.0;MUJER;VALENCIA;76789293F;9/3/2005
17;64.5;163.0;MUJER;VALENCIA;36805636D;31/12/2003
16;59.5;156.0;MUJER;VALENCIA;50763411H;8/3/2004
19;64.5;163.0;MUJER;VALENCIA;13442468E;13/8/2001
16;62.1;159.0;MUJER;VALENCIA;67555688G;26/5/2004
17;66.8;163.0;MUJER;VALENCIA;55874104N;21/4/2003
18;64.7;163.2;MUJER;VALENCIA;65837808V;25/11/2002
15;66.0;165.0;MUJER;VALENCIA;24007430E;4/5/2005
23;62.0;156.0;MUJER;VALENCIA;66267278O;9/11/1997
18;69.0;156.0;MUJER;VALENCIA;87182467T;17/9/2002
17;73.5;165.0;MUJER;VALENCIA;65107709Y;3/2/2003
21;63.9;152.0;MUJER;VALENCIA;70390190K;19/10/1999
18;81.2;158.0;MUJER;VALENCIA;60168804F;22/6/2002
15;79.6;161.0;MUJER;VALENCIA;51192881S;27/8/2005
30;84.0;174.5;HOMBRE;VALENCIA;47885962E;7/6/1990
27;;;HOMBRE;VALENCIA;12197005B;21/5/1993
30;66.1;170.0;HOMBRE;VALENCIA;64807080O;19/8/1990
32;72.6;168.0;HOMBRE;VALENCIA;63905193I;1/5/1988
30;;;HOMBRE;VALENCIA;21559451J;7/5/1990
33;63.9;173.0;HOMBRE;VALENCIA;19755677X;3/6/1987
32;62.3;163.5;HOMBRE;VALENCIA;17908956Z;7/10/1988
28;50.7;164.5;HOMBRE;VALENCIA;24737529J;19/11/1992
25;63.9;182.0;HOMBRE;VALENCIA;68672310T;21/2/1995
29;68.0;181.5;HOMBRE;VALENCIA;22633126K;8/1/1991
34;55.2;166.0;HOMBRE;VALENCIA;36977424A;13/4/1986
32;58.2;172.0;HOMBRE;VALENCIA;50205100B;2/5/1988
26;54.8;167.5;HOMBRE;VALENCIA;43891891B;5/6/1994
29;70.0;180.0;HOMBRE;VALENCIA;89501605R;21/7/1991
28;72.5;172.5;HOMBRE;VALENCIA;45996294G;22/4/1992
26;67.0;176.0;HOMBRE;VALENCIA;86495315S;29/7/1994
28;61.4;169.0;HOMBRE;VALENCIA;27400243O;5/12/1992
29;71.2;178.0;HOMBRE;VALENCIA;22289550C;18/3/1991
30;73.3;178.5;HOMBRE;VALENCIA;28817494M;18/4/1990
32;70.0;181.0;HOMBRE;VALENCIA;71807441H;1/10/1988
27;72.0;180.0;HOMBRE;VALENCIA;86151739U;23/9/1993
30;71.5;179.0;HOMBRE;VALENCIA;65923702R;12/3/1990
25;75.9;184.6;HOMBRE;VALENCIA;21473557W;12/4/1995
30;73.3;180.0;HOMBRE;VALENCIA;87311308C;20/5/1990
32;78.9;187.0;HOMBRE;VALENCIA;70733766R;14/6/1988
32;71.2;176.0;HOMBRE;VALENCIA;12239952K;4/10/1988
29;68.4;171.0;HOMBRE;VALENCIA;49560895Z;1/11/1991
25;78.7;177.5;HOMBRE;VALENCIA;26240674R;7/4/1995
26;64.1;165.0;HOMBRE;VALENCIA;66138437N;14/10/1994
33;80.4;176.5;HOMBRE;VALENCIA;17780115R;22/2/1987
28;64.2;167.5;HOMBRE;VALENCIA;20442829N;9/7/1992
33;67.2;167.0;HOMBRE;VALENCIA;33112194W;30/5/1987
27;74.4;175.0;HOMBRE;VALENCIA;51364669X;17/3/1993
31;75.2;178.5;HOMBRE;VALENCIA;68156946T;7/7/1989
27;67.6;167.5;HOMBRE;VALENCIA;75758565Z;23/3/1993
29;82.0;182.0;HOMBRE;VALENCIA;81041046W;18/6/1991
31;72.0;171.0;HOMBRE;VALENCIA;44621990H;12/2/1989
32;77.6;178.0;HOMBRE;VALENCIA;83961442F;8/3/1988
26;80.9;181.0;HOMBRE;VALENCIA;55358740G;26/12/1994
27;75.9;174.0;HOMBRE;VALENCIA;61070691C;23/3/1993
31;91.2;190.5;HOMBRE;VALENCIA;19240313W;11/8/1989
32;70.1;171.0;HOMBRE;VALENCIA;43934838U;5/12/1988
32;76.8;176.0;HOMBRE;VALENCIA;68457575F;6/12/1988
30;85.3;184.3;HOMBRE;VALENCIA;31866731C;12/6/1990
29;74.0;172.5;HOMBRE;VALENCIA;29977063Q;2/4/1991
30;86.3;182.3;HOMBRE;VALENCIA;14773825D;6/10/1990
27;77.6;173.0;HOMBRE;VALENCIA;23535013C;4/2/1993
25;90.5;182.5;HOMBRE;VALENCIA;14644984C;6/10/1995
25;76.0;170.0;HOMBRE;VALENCIA;89115082R;30/3/1995
32;72.0;167.5;HOMBRE;VALENCIA;24436900N;8/2/1988
26;88.8;182.0;HOMBRE;VALENCIA;78893696W;22/7/1994
34;87.0;180.0;HOMBRE;VALENCIA;40713813U;28/7/1986
30;79.3;171.0;HOMBRE;VALENCIA;75457936H;28/9/1990
26;79.4;173.5;HOMBRE;VALENCIA;22332497Y;7/12/1994
33;79.5;172.5;HOMBRE;VALENCIA;55058111B;1/2/1987
27;74.0;165.5;HOMBRE;VALENCIA;38738251V;16/5/1993
25;89.1;182.0;HOMBRE;VALENCIA;73654162T;6/11/1995
34;75.9;167.5;HOMBRE;VALENCIA;45180301N;9/7/1986
27;87.9;177.3;HOMBRE;VALENCIA;26756038D;27/9/1993
28;74.2;161.5;HOMBRE;VALENCIA;71206183G;13/11/1992
25;84.0;175.0;HOMBRE;VALENCIA;33928187P;7/12/1995
28;78.9;170.0;HOMBRE;VALENCIA;72752275V;24/11/1992
34;81.6;164.5;HOMBRE;VALENCIA;80096212E;25/2/1986
33;91.6;169.5;HOMBRE;VALENCIA;36676795G;29/5/1987
29;129.0;185.0;HOMBRE;VALENCIA;45480930T;4/6/1991
32;63.5;160.0;MUJER;VALENCIA;79151378M;4/3/1988
32;68.8;154.8;MUJER;VALENCIA;38867092P;29/9/1988
31;55.2;165.0;MUJER;VALENCIA;20271041L;11/2/1989
31;97.0;159.0;MUJER;VALENCIA;29547593P;10/8/1989
30;51.6;167.0;MUJER;VALENCIA;39640138G;16/7/1990
29;52.5;165.0;MUJER;VALENCIA;70991448W;22/10/1991
32;52.6;167.0;MUJER;VALENCIA;56260627L;8/11/1988
28;50.3;160.5;MUJER;VALENCIA;48444273G;27/6/1992
33;52.9;161.0;MUJER;VALENCIA;38781198J;2/10/1987
26;55.1;165.5;MUJER;VALENCIA;53297284I;1/5/1994
32;49.7;155.5;MUJER;VALENCIA;29934116B;15/12/1988
28;52.5;162.5;MUJER;VALENCIA;27743819K;25/6/1992
26;52.5;167.0;MUJER;VALENCIA;30750109B;26/3/1994
31;51.3;159.0;MUJER;VALENCIA;21945974T;29/12/1989
28;51.4;160.0;MUJER;VALENCIA;21860080J;18/6/1992
25;49.2;153.5;MUJER;VALENCIA;75414989M;31/8/1995
26;53.4;165.0;MUJER;VALENCIA;64034034A;14/1/1994
29;51.8;156.0;MUJER;VALENCIA;15289189E;22/6/1991
32;44.8;151.0;MUJER;VALENCIA;17178857W;3/9/1988
26;53.5;159.5;MUJER;VALENCIA;85035117H;11/1/1994
29;54.3;159.8;MUJER;VALENCIA;70776713H;12/2/1991
31;54.0;162.5;MUJER;VALENCIA;74169526T;10/6/1989
27;62.6;166.5;MUJER;VALENCIA;71420918V;2/11/1993
26;51.6;159.0;MUJER;VALENCIA;20228094J;11/2/1994
29;53.0;160.0;MUJER;VALENCIA;48401326R;27/12/1991
27;58.3;165.0;MUJER;VALENCIA;41615700J;8/7/1993
28;55.9;151.7;MUJER;VALENCIA;71163236T;20/7/1992
28;57.2;161.0;MUJER;VALENCIA;16448758A;23/1/1992
26;61.0;168.5;MUJER;VALENCIA;45008513Y;29/9/1994
25;63.7;170.0;MUJER;VALENCIA;36419113B;4/1/1995
28;59.1;164.0;MUJER;VALENCIA;49131425S;2/6/1992
27;67.2;173.2;MUJER;VALENCIA;56088839D;23/12/1993
32;57.4;160.0;MUJER;VALENCIA;19626836F;20/11/1988
25;60.8;158.5;MUJER;VALENCIA;36547954E;28/9/1995
32;48.5;148.5;MUJER;VALENCIA;37449841R;31/3/1988
33;59.0;161.0;MUJER;VALENCIA;85894057L;26/1/1987
27;63.5;163.5;MUJER;ALICANTE;39726032N;23/3/1993
33;62.9;163.0;MUJER;VALENCIA;38480569Q;11/7/1987
25;68.5;169.5;MUJER;VALENCIA;62101419O;19/7/1995
30;58.9;161.0;MUJER;VALENCIA;63690458D;24/5/1990
27;60.8;162.0;MUJER;VALENCIA;64205822G;29/6/1993
28;56.0;155.5;MUJER;VALENCIA;31437261E;16/11/1992
28;58.4;160.0;MUJER;VALENCIA;86795944D;9/11/1992
28;63.3;163.0;MUJER;VALENCIA;59438705S;10/7/1992
30;64.3;163.0;MUJER;VALENCIA;55702316P;6/11/1990
25;62.9;162.0;MUJER;VALENCIA;75200254E;7/12/1995
31;66.0;165.0;MUJER;VALENCIA;18209585O;8/5/1989
31;64.4;163.0;MUJER;VALENCIA;67255059J;4/8/1989
31;67.0;164.0;MUJER;VALENCIA;21817133K;28/7/1989
27;59.9;155.0;MUJER;VALENCIA;89974022T;6/1/1993
34;60.8;153.3;MUJER;VALENCIA;61586055E;24/7/1986
25;61.4;156.0;MUJER;VALENCIA;63518670G;9/9/1995
27;57.7;152.8;MUJER;VALENCIA;35817855J;24/3/1993
33;61.0;150.0;MUJER;VALENCIA;31694943Z;4/10/1987
32;68.1;159.0;MUJER;VALENCIA;30062957R;1/1/1988
32;73.6;167.5;MUJER;VALENCIA;53855595X;29/6/1988
31;69.2;150.0;MUJER;VALENCIA;52610132E;2/2/1989
34;57.0;147.5;MUJER;VALENCIA;45652718C;9/2/1986
31;75.0;160.0;MUJER;VALENCIA;65150656Q;21/11/1989
41;67.1;162.0;HOMBRE;ALICANTE;16491705Q;11/6/1979
40;56.2;150.5;HOMBRE;VALENCIA;40284343R;1/9/1980
38;71.9;173.5;HOMBRE;VALENCIA;43376527O;4/12/1982
35;;;HOMBRE;VALENCIA;16234023C;15/7/1985
40;63.9;170.0;HOMBRE;VALENCIA;88427930M;21/4/1980
39;52.6;158.0;HOMBRE;VALENCIA;14043726X;10/8/1981
37;54.0;169.0;HOMBRE;VALENCIA;78292438J;12/4/1983
37;57.7;165.0;HOMBRE;VALENCIA;27700872E;9/8/1983
37;61.2;168.0;HOMBRE;VALENCIA;31909678D;15/7/1983
37;80.3;193.0;HOMBRE;VALENCIA;35431332R;9/8/1983
41;66.5;166.5;HOMBRE;VALENCIA;54843376Y;28/3/1979
38;66.4;168.0;HOMBRE;VALENCIA;41443912J;6/11/1982
44;56.0;160.5;HOMBRE;VALENCIA;83274290W;23/6/1976
41;60.9;165.0;HOMBRE;VALENCIA;74684890X;29/7/1979
38;66.5;174.5;HOMBRE;VALENCIA;34142922T;9/10/1982
35;66.3;172.0;HOMBRE;VALENCIA;76402770N;28/4/1985
46;57.9;163.0;HOMBRE;VALENCIA;57849666P;4/12/1974
35;68.4;172.5;HOMBRE;VALENCIA;24651635D;13/6/1985
41;74.4;175.5;HOMBRE;VALENCIA;83918495A;30/5/1979
44;70.9;175.5;HOMBRE;VALENCIA;21172928P;30/7/1976
35;81.9;186.5;HOMBRE;VALENCIA;86323527A;6/10/1985
38;62.9;167.0;HOMBRE;VALENCIA;70218402Q;26/11/1982
43;71.2;172.5;HOMBRE;VALENCIA;69187674I;9/10/1977
49;79.7;167.0;HOMBRE;VALENCIA;29118123J;11/12/1971
48;66.8;165.0;HOMBRE;VALENCIA;56861885L;12/3/1972
47;67.8;167.0;HOMBRE;VALENCIA;17951903V;16/8/1973
38;78.5;180.0;HOMBRE;VALENCIA;28388024A;18/11/1982
45;81.7;178.5;HOMBRE;VALENCIA;18682002K;28/5/1975
45;80.2;180.2;HOMBRE;VALENCIA;20185147I;21/10/1975
38;85.0;180.0;HOMBRE;VALENCIA;14559090D;26/8/1982
37;71.8;167.0;HOMBRE;VALENCIA;62874465U;23/9/1983
39;74.8;175.0;HOMBRE;VALENCIA;19154419J;2/4/1981
39;72.4;166.0;HOMBRE;VALENCIA;37750470H;14/4/1981
36;70.0;164.5;HOMBRE;VALENCIA;21903027K;15/10/1984
35;68.9;163.5;HOMBRE;VALENCIA;34228816B;7/6/1985
44;77.8;171.5;HOMBRE;VALENCIA;57463143Y;13/12/1976
35;74.0;172.0;HOMBRE;VALENCIA;84219124L;30/12/1985
47;76.6;168.5;HOMBRE;VALENCIA;33412823Q;5/4/1973
41;73.4;167.5;HOMBRE;VALENCIA;48358379M;17/9/1979
37;83.4;178.0;HOMBRE;VALENCIA;13657203S;7/1/1983
37;69.2;168.5;HOMBRE;VALENCIA;52008874Z;13/2/1983
48;74.0;161.2;HOMBRE;VALENCIA;62659730A;3/10/1972
35;73.6;166.0;HOMBRE;VALENCIA;49217319B;8/8/1985
42;76.1;164.5;HOMBRE;VALENCIA;46597552T;1/1/1978
40;87.1;181.0;HOMBRE;VALENCIA;71077342E;7/11/1980
39;76.5;170.0;HOMBRE;ALICANTE;68543469A;4/6/1981
38;91.3;180.0;HOMBRE;VALENCIA;67426847V;28/3/1982
49;91.2;180.0;HOMBRE;VALENCIA;27614978P;9/8/1971
47;80.2;171.0;HOMBRE;VALENCIA;73267639M;7/4/1973
37;82.0;170.0;HOMBRE;VALENCIA;74899625K;15/5/1983
38;78.9;165.0;HOMBRE;VALENCIA;48659008F;6/11/1982
48;81.8;166.5;HOMBRE;VALENCIA;65880755E;15/1/1972
47;82.8;170.0;HOMBRE;VALENCIA;12884157H;3/10/1973
40;87.3;175.0;HOMBRE;VALENCIA;86194686V;7/1/1980
47;88.3;175.0;HOMBRE;VALENCIA;51064040J;9/9/1973
47;88.0;175.5;HOMBRE;VALENCIA;88986241I;7/7/1973
42;102.2;190.0;HOMBRE;VALENCIA;60898903M;19/9/1978
38;80.2;167.0;HOMBRE;VALENCIA;60555327C;10/6/1982
43;91.3;178.0;HOMBRE;VALENCIA;32253254D;20/12/1977
35;80.0;165.0;HOMBRE;VALENCIA;56303574O;20/8/1985
37;89.6;171.0;HOMBRE;VALENCIA;45609771F;8/9/1983
48;78.7;171.5;HOMBRE;VALENCIA;78335385J;20/6/1972
42;97.4;175.0;HOMBRE;VALENCIA;60211751J;2/10/1978
45;78.2;163.0;HOMBRE;VALENCIA;52867814M;27/5/1975
37;87.0;170.0;HOMBRE;VALENCIA;17737168N;18/1/1983
45;90.0;168.5;HOMBRE;VALENCIA;60082910U;7/9/1975
46;79.6;167.0;HOMBRE;VALENCIA;84863329V;6/5/1974
47;105.4;173.0;HOMBRE;VALENCIA;53125496I;5/7/1973
49;69.6;161.5;MUJER;VALENCIA;72193964E;19/5/1971
36;69.7;160.0;MUJER;VALENCIA;24608688I;9/2/1984
42;86.5;161.5;MUJER;VALENCIA;69488303H;4/3/1978
49;58.3;150.5;MUJER;VALENCIA;89630446L;26/11/1971
45;58.6;150.0;MUJER;VALENCIA;29891169R;16/2/1975
43;58.6;151.5;MUJER;VALENCIA;18467267I;27/1/1977
45;59.4;158.5;MUJER;VALENCIA;43419474A;7/9/1975
39;58.0;154.5;MUJER;VALENCIA;38308781N;28/12/1981
48;68.3;148.0;MUJER;VALENCIA;77948862O;4/6/1972
47;54.3;154.5;MUJER;VALENCIA;82544191H;21/2/1973
35;49.4;162.5;MUJER;VALENCIA;77648233Z;30/12/1985
38;52.0;158.0;MUJER;VALENCIA;25682363C;22/11/1982
41;50.8;155.0;MUJER;VALENCIA;41744541E;18/11/1979
44;48.2;150.0;MUJER;VALENCIA;34658286V;7/6/1976
42;55.0;157.0;MUJER;VALENCIA;51794139K;21/5/1978
38;50.9;155.0;MUJER;VALENCIA;42131064X;13/1/1982
36;56.3;158.5;MUJER;VALENCIA;61027744S;4/12/1984
45;50.2;154.2;MUJER;VALENCIA;81427569M;27/4/1975
43;59.5;161.0;MUJER;VALENCIA;26197727M;5/12/1977
39;53.8;150.0;MUJER;VALENCIA;50290994X;24/1/1981
43;50.0;150.5;MUJER;VALENCIA;32553883L;20/4/1977
35;53.7;150.0;MUJER;VALENCIA;68629363F;6/10/1985
46;47.9;149.0;MUJER;VALENCIA;71120289M;23/1/1974
36;61.0;164.0;MUJER;VALENCIA;16062235T;9/1/1984
40;59.5;159.5;MUJER;VALENCIA;53554966K;11/5/1980
37;64.8;170.0;MUJER;VALENCIA;59309864Z;9/5/1983
39;51.9;153.5;MUJER;VALENCIA;78034756E;20/6/1981
39;57.1;158.0;MUJER;VALENCIA;24351006C;22/8/1981
35;70.6;168.0;MUJER;VALENCIA;36290272O;27/7/1985
35;61.0;160.5;MUJER;VALENCIA;65494232O;1/6/1985
47;60.0;162.0;MUJER;VALENCIA;30148851I;8/4/1973
38;60.8;162.5;MUJER;VALENCIA;72537540D;18/9/1982
38;57.4;155.0;MUJER;VALENCIA;79452007P;26/4/1982
44;64.9;162.5;MUJER;VALENCIA;46468711Y;15/1/1976
36;66.4;165.4;MUJER;VALENCIA;79666742G;30/11/1984
39;58.0;158.0;MUJER;VALENCIA;47456492O;7/5/1981
39;67.5;166.0;MUJER;ALICANTE;55530528X;13/6/1981
37;63.5;160.5;MUJER;VALENCIA;63776352I;9/3/1983
37;67.4;171.5;MUJER;VALENCIA;21258822F;8/6/1983
43;65.3;160.5;MUJER;VALENCIA;31394314C;11/8/1977
40;65.7;165.0;MUJER;VALENCIA;88084354F;7/6/1980
36;58.3;154.0;MUJER;VALENCIA;15890447B;5/8/1984
39;56.2;151.5;MUJER;VALENCIA;34873021S;24/5/1981
46;55.3;152.5;MUJER;VALENCIA;35001862R;13/4/1974
38;64.3;158.0;MUJER;VALENCIA;83703760B;9/3/1982
42;66.3;158.0;MUJER;VALENCIA;35517226B;5/1/1978
40;67.8;160.0;MUJER;VALENCIA;84777435D;28/8/1980
44;64.1;157.0;MUJER;VALENCIA;37836364U;27/6/1976
36;65.5;158.5;MUJER;VALENCIA;79194325N;21/3/1984
45;72.0;166.0;MUJER;VALENCIA;47198810Z;14/12/1975
41;69.0;162.0;MUJER;VALENCIA;31351367W;10/5/1979
44;56.9;150.0;MUJER;VALENCIA;88814453F;2/5/1976
43;74.6;168.9;MUJER;VALENCIA;57334302V;3/12/1977
44;67.5;164.0;MUJER;VALENCIA;74513102V;7/8/1976
39;71.5;163.0;MUJER;VALENCIA;79795583J;4/2/1981
36;62.6;157.0;MUJER;VALENCIA;88943294I;28/2/1984
45;68.8;154.0;MUJER;VALENCIA;37020371X;19/12/1975
46;60.0;148.5;MUJER;VALENCIA;32725671Z;16/8/1974
42;70.5;162.0;MUJER;VALENCIA;38222887G;24/10/1978
36;73.0;165.0;MUJER;VALENCIA;44235467I;25/12/1984
48;70.3;162.5;MUJER;VALENCIA;44321361K;27/4/1972
45;70.7;156.0;MUJER;VALENCIA;56131786J;16/2/1975
40;70.9;157.8;MUJER;VALENCIA;39554244V;9/6/1980
38;77.0;165.0;MUJER;VALENCIA;19025578C;25/5/1982
46;66.4;152.5;MUJER;VALENCIA;36505007W;3/8/1974
43;66.0;155.0;MUJER;VALENCIA;63475723I;17/12/1977
36;60.5;148.0;MUJER;VALENCIA;59739334C;17/5/1984
44;72.3;156.0;MUJER;VALENCIA;54070330O;3/3/1976
39;79.7;160.5;MUJER;VALENCIA;23320278I;14/7/1981
36;91.2;170.0;MUJER;VALENCIA;43548315I;20/12/1984
49;92.4;169.0;MUJER;VALENCIA;42732322D;5/9/1971
49;90.0;170.0;MUJER;VALENCIA;68887045S;13/9/1971
42;86.8;163.0;MUJER;VALENCIA;27486137C;29/12/1978
48;94.0;167.0;MUJER;VALENCIA;43591262M;17/11/1972
43;58.3;162.0;MUJER;VALENCIA;47069969W;25/6/1977
